uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RS,OUTRAS,VIA_PUBLICA,"20 - 29",F,7
RS,OUTRAS,VIA_PUBLICA,"20 - 29",M,23
RS,COVID,DOMICILIO,"20 - 29",M,2
RS,COVID,HOSPITAL,"20 - 29",F,22
RS,COVID,HOSPITAL,"20 - 29",M,33
RS,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RS,INDETERMINADA,DOMICILIO,"20 - 29",M,1
RS,INDETERMINADA,HOSPITAL,"20 - 29",M,2
RS,INDETERMINADA,OUTRO,"20 - 29",M,2
RS,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,19
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,24
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
RS,PNEUMONIA,DOMICILIO,"20 - 29",F,2
RS,PNEUMONIA,DOMICILIO,"20 - 29",M,1
RS,PNEUMONIA,HOSPITAL,"20 - 29",F,41
RS,PNEUMONIA,HOSPITAL,"20 - 29",M,61
RS,PNEUMONIA,IGNORADO,"20 - 29",F,3
RS,PNEUMONIA,IGNORADO,"20 - 29",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RS,SEPTICEMIA,HOSPITAL,"20 - 29",F,47
RS,SEPTICEMIA,HOSPITAL,"20 - 29",M,56
RS,SEPTICEMIA,IGNORADO,"20 - 29",F,2
RS,SEPTICEMIA,IGNORADO,"20 - 29",M,1
RS,SRAG,HOSPITAL,"20 - 29",F,4
RS,SRAG,HOSPITAL,"20 - 29",M,7
RS,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SC,OUTRAS,DOMICILIO,"20 - 29",F,17
SC,OUTRAS,DOMICILIO,"20 - 29",M,33
SC,OUTRAS,HOSPITAL,"20 - 29",F,78
SC,OUTRAS,HOSPITAL,"20 - 29",M,113
SC,OUTRAS,IGNORADO,"20 - 29",M,1
SC,OUTRAS,OUTRO,"20 - 29",F,1
SC,OUTRAS,OUTRO,"20 - 29",M,20
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
SC,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
SC,OUTRAS,VIA_PUBLICA,"20 - 29",M,31
SC,COVID,HOSPITAL,"20 - 29",F,26
SC,COVID,HOSPITAL,"20 - 29",M,12
SC,INDETERMINADA,DOMICILIO,"20 - 29",F,2
SC,INDETERMINADA,DOMICILIO,"20 - 29",M,2
SC,INDETERMINADA,OUTRO,"20 - 29",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,4
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,9
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,12
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SC,PNEUMONIA,DOMICILIO,"20 - 29",F,2
SC,PNEUMONIA,DOMICILIO,"20 - 29",M,1
SC,PNEUMONIA,HOSPITAL,"20 - 29",F,15
SC,PNEUMONIA,HOSPITAL,"20 - 29",M,20
SC,PNEUMONIA,OUTRO,"20 - 29",F,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SC,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
SC,SEPTICEMIA,HOSPITAL,"20 - 29",F,23
SC,SEPTICEMIA,HOSPITAL,"20 - 29",M,23
SC,SRAG,HOSPITAL,"20 - 29",M,2
SE,OUTRAS,AMBULANCIA,"20 - 29",M,1
SE,OUTRAS,DOMICILIO,"20 - 29",F,4
SE,OUTRAS,DOMICILIO,"20 - 29",M,10
SE,OUTRAS,HOSPITAL,"20 - 29",F,24
SE,OUTRAS,HOSPITAL,"20 - 29",M,51
SE,OUTRAS,IGNORADO,"20 - 29",M,3
SE,OUTRAS,OUTRO,"20 - 29",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,9
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,11
SE,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
SE,OUTRAS,VIA_PUBLICA,"20 - 29",M,18
SE,COVID,HOSPITAL,"20 - 29",F,12
SE,COVID,HOSPITAL,"20 - 29",M,13
SE,COVID,IGNORADO,"20 - 29",F,1
SE,COVID,IGNORADO,"20 - 29",M,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
SE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SE,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,7
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,7
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
SE,PNEUMONIA,DOMICILIO,"20 - 29",M,1
SE,PNEUMONIA,HOSPITAL,"20 - 29",F,5
SE,PNEUMONIA,HOSPITAL,"20 - 29",M,13
SE,SEPTICEMIA,HOSPITAL,"20 - 29",F,10
SE,SEPTICEMIA,HOSPITAL,"20 - 29",M,7
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SE,SRAG,HOSPITAL,"20 - 29",F,2
SE,SRAG,HOSPITAL,"20 - 29",M,2
SP,OUTRAS,AMBULANCIA,"20 - 29",F,1
SP,OUTRAS,DOMICILIO,"20 - 29",F,168
SP,OUTRAS,DOMICILIO,"20 - 29",M,528
SP,OUTRAS,HOSPITAL,"20 - 29",F,606
SP,OUTRAS,HOSPITAL,"20 - 29",M,1506
SP,OUTRAS,IGNORADO,"20 - 29",F,3
SP,OUTRAS,IGNORADO,"20 - 29",M,18
SP,OUTRAS,OUTRO,"20 - 29",F,58
SP,OUTRAS,OUTRO,"20 - 29",M,263
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,51
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,154
SP,OUTRAS,POSTO_SAUDE,"20 - 29",F,4
SP,OUTRAS,POSTO_SAUDE,"20 - 29",M,9
SP,OUTRAS,VIA_PUBLICA,"20 - 29",F,85
SP,OUTRAS,VIA_PUBLICA,"20 - 29",M,665
SP,COVID,DOMICILIO,"20 - 29",F,1
SP,COVID,DOMICILIO,"20 - 29",M,1
SP,COVID,HOSPITAL,"20 - 29",F,151
SP,COVID,HOSPITAL,"20 - 29",M,180
SP,COVID,IGNORADO,"20 - 29",F,2
SP,COVID,OUTRO,"20 - 29",F,1
SP,COVID,OUTRO,"20 - 29",M,5
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
SP,COVID,POSTO_SAUDE,"20 - 29",F,1
SP,INDETERMINADA,DOMICILIO,"20 - 29",F,10
SP,INDETERMINADA,DOMICILIO,"20 - 29",M,16
SP,INDETERMINADA,HOSPITAL,"20 - 29",F,16
SP,INDETERMINADA,HOSPITAL,"20 - 29",M,26
SP,INDETERMINADA,OUTRO,"20 - 29",F,3
SP,INDETERMINADA,OUTRO,"20 - 29",M,10
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,15
SP,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
SP,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,6
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,11
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,31
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,116
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,130
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,6
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,7
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,8
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,16
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
SP,PNEUMONIA,DOMICILIO,"20 - 29",F,9
SP,PNEUMONIA,DOMICILIO,"20 - 29",M,9
SP,PNEUMONIA,HOSPITAL,"20 - 29",F,189
SP,PNEUMONIA,HOSPITAL,"20 - 29",I,1
SP,PNEUMONIA,HOSPITAL,"20 - 29",M,300
SP,PNEUMONIA,OUTRO,"20 - 29",F,2
SP,PNEUMONIA,OUTRO,"20 - 29",M,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,7
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
SP,PNEUMONIA,POSTO_SAUDE,"20 - 29",M,1
SP,PNEUMONIA,VIA_PUBLICA,"20 - 29",F,2
SP,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,2
SP,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
SP,SEPTICEMIA,DOMICILIO,"20 - 29",M,6
SP,SEPTICEMIA,HOSPITAL,"20 - 29",F,195
SP,SEPTICEMIA,HOSPITAL,"20 - 29",M,233
SP,SEPTICEMIA,IGNORADO,"20 - 29",M,1
SP,SEPTICEMIA,OUTRO,"20 - 29",M,3
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
SP,SRAG,DOMICILIO,"20 - 29",M,1
SP,SRAG,HOSPITAL,"20 - 29",F,9
SP,SRAG,HOSPITAL,"20 - 29",M,15
SP,SRAG,OUTRO,"20 - 29",F,2
TO,OUTRAS,DOMICILIO,"20 - 29",F,6
TO,OUTRAS,DOMICILIO,"20 - 29",M,11
TO,OUTRAS,HOSPITAL,"20 - 29",F,13
TO,OUTRAS,HOSPITAL,"20 - 29",M,29
TO,OUTRAS,IGNORADO,"20 - 29",M,1
TO,OUTRAS,OUTRO,"20 - 29",M,12
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
TO,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
TO,OUTRAS,VIA_PUBLICA,"20 - 29",M,18
TO,COVID,DOMICILIO,"20 - 29",F,1
TO,COVID,HOSPITAL,"20 - 29",F,8
TO,COVID,HOSPITAL,"20 - 29",M,5
TO,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
TO,INDETERMINADA,DOMICILIO,"20 - 29",F,1
TO,INDETERMINADA,HOSPITAL,"20 - 29",F,1
TO,INDETERMINADA,HOSPITAL,"20 - 29",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
TO,PNEUMONIA,DOMICILIO,"20 - 29",M,1
TO,PNEUMONIA,HOSPITAL,"20 - 29",F,3
TO,PNEUMONIA,HOSPITAL,"20 - 29",M,5
TO,SEPTICEMIA,HOSPITAL,"20 - 29",F,2
TO,SEPTICEMIA,HOSPITAL,"20 - 29",M,4
AC,OUTRAS,DOMICILIO,"30 - 39",F,11
AC,OUTRAS,DOMICILIO,"30 - 39",M,30
AC,OUTRAS,HOSPITAL,"30 - 39",F,19
AC,OUTRAS,HOSPITAL,"30 - 39",M,35
AC,OUTRAS,IGNORADO,"30 - 39",M,1
AC,OUTRAS,OUTRO,"30 - 39",F,3
AC,OUTRAS,OUTRO,"30 - 39",M,26
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
AC,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
AC,OUTRAS,VIA_PUBLICA,"30 - 39",M,18
AC,COVID,DOMICILIO,"30 - 39",M,1
AC,COVID,HOSPITAL,"30 - 39",F,14
AC,COVID,HOSPITAL,"30 - 39",M,17
AC,COVID,OUTRO,"30 - 39",M,1
AC,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AC,INDETERMINADA,DOMICILIO,"30 - 39",M,3
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,6
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,5
AC,PNEUMONIA,DOMICILIO,"30 - 39",M,1
AC,PNEUMONIA,HOSPITAL,"30 - 39",F,2
AC,PNEUMONIA,HOSPITAL,"30 - 39",M,10
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AC,SEPTICEMIA,HOSPITAL,"30 - 39",F,4
AC,SEPTICEMIA,HOSPITAL,"30 - 39",M,9
AC,SEPTICEMIA,OUTRO,"30 - 39",M,1
AC,SRAG,HOSPITAL,"30 - 39",F,1
AC,SRAG,HOSPITAL,"30 - 39",M,1
AL,OUTRAS,DOMICILIO,"30 - 39",F,27
AL,OUTRAS,DOMICILIO,"30 - 39",M,80
AL,OUTRAS,HOSPITAL,"30 - 39",F,72
AL,OUTRAS,HOSPITAL,"30 - 39",M,155
AL,OUTRAS,IGNORADO,"30 - 39",M,1
AL,OUTRAS,OUTRO,"30 - 39",F,3
AL,OUTRAS,OUTRO,"30 - 39",M,34
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
AL,OUTRAS,VIA_PUBLICA,"30 - 39",F,11
AL,OUTRAS,VIA_PUBLICA,"30 - 39",M,72
AL,COVID,DOMICILIO,"30 - 39",F,1
AL,COVID,HOSPITAL,"30 - 39",F,32
AL,COVID,HOSPITAL,"30 - 39",M,32
AL,COVID,OUTRO,"30 - 39",M,1
AL,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
AL,INDETERMINADA,DOMICILIO,"30 - 39",F,1
AL,INDETERMINADA,DOMICILIO,"30 - 39",M,3
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AL,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,7
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,17
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,15
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
AL,PNEUMONIA,DOMICILIO,"30 - 39",F,1
AL,PNEUMONIA,DOMICILIO,"30 - 39",M,3
AL,PNEUMONIA,HOSPITAL,"30 - 39",F,17
AL,PNEUMONIA,HOSPITAL,"30 - 39",M,22
AL,PNEUMONIA,IGNORADO,"30 - 39",M,1
AL,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
AL,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
AL,SEPTICEMIA,HOSPITAL,"30 - 39",F,26
AL,SEPTICEMIA,HOSPITAL,"30 - 39",M,43
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AL,SRAG,HOSPITAL,"30 - 39",F,7
AL,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AM,OUTRAS,DOMICILIO,"30 - 39",F,36
AM,OUTRAS,DOMICILIO,"30 - 39",M,61
AM,OUTRAS,HOSPITAL,"30 - 39",F,105
AM,OUTRAS,HOSPITAL,"30 - 39",M,168
AM,OUTRAS,IGNORADO,"30 - 39",M,2
AM,OUTRAS,OUTRO,"30 - 39",F,5
AM,OUTRAS,OUTRO,"30 - 39",M,38
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
AM,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
AM,OUTRAS,VIA_PUBLICA,"30 - 39",M,53
AM,COVID,HOSPITAL,"30 - 39",F,31
AM,COVID,HOSPITAL,"30 - 39",M,48
AM,COVID,OUTRO,"30 - 39",F,1
AM,COVID,OUTRO,"30 - 39",M,1
AM,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AM,INDETERMINADA,DOMICILIO,"30 - 39",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,15
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,20
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AM,PNEUMONIA,DOMICILIO,"30 - 39",M,1
AM,PNEUMONIA,HOSPITAL,"30 - 39",F,27
AM,PNEUMONIA,HOSPITAL,"30 - 39",M,46
AM,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
AM,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
AM,SEPTICEMIA,HOSPITAL,"30 - 39",F,34
AM,SEPTICEMIA,HOSPITAL,"30 - 39",M,43
AM,SEPTICEMIA,OUTRO,"30 - 39",F,1
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AM,SRAG,HOSPITAL,"30 - 39",F,8
AM,SRAG,HOSPITAL,"30 - 39",M,11
AP,OUTRAS,DOMICILIO,"30 - 39",F,7
AP,OUTRAS,DOMICILIO,"30 - 39",M,13
AP,OUTRAS,HOSPITAL,"30 - 39",F,21
AP,OUTRAS,HOSPITAL,"30 - 39",M,12
AP,OUTRAS,IGNORADO,"30 - 39",F,2
AP,OUTRAS,IGNORADO,"30 - 39",M,1
AP,OUTRAS,OUTRO,"30 - 39",F,4
AP,OUTRAS,OUTRO,"30 - 39",M,2
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
AP,OUTRAS,VIA_PUBLICA,"30 - 39",M,1
AP,COVID,DOMICILIO,"30 - 39",F,1
AP,COVID,HOSPITAL,"30 - 39",F,8
AP,COVID,HOSPITAL,"30 - 39",M,24
AP,INDETERMINADA,HOSPITAL,"30 - 39",M,2
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
AP,PNEUMONIA,DOMICILIO,"30 - 39",M,1
AP,PNEUMONIA,HOSPITAL,"30 - 39",F,8
AP,PNEUMONIA,HOSPITAL,"30 - 39",M,8
AP,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
AP,SEPTICEMIA,HOSPITAL,"30 - 39",M,7
BA,OUTRAS,DOMICILIO,"30 - 39",F,162
BA,OUTRAS,DOMICILIO,"30 - 39",M,321
BA,OUTRAS,HOSPITAL,"30 - 39",F,368
BA,OUTRAS,HOSPITAL,"30 - 39",M,477
BA,OUTRAS,IGNORADO,"30 - 39",F,4
BA,OUTRAS,IGNORADO,"30 - 39",M,14
BA,OUTRAS,OUTRO,"30 - 39",F,20
BA,OUTRAS,OUTRO,"30 - 39",M,94
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,42
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,69
BA,OUTRAS,VIA_PUBLICA,"30 - 39",F,18
BA,OUTRAS,VIA_PUBLICA,"30 - 39",M,118
BA,COVID,DOMICILIO,"30 - 39",F,1
BA,COVID,DOMICILIO,"30 - 39",M,5
BA,COVID,HOSPITAL,"30 - 39",F,96
BA,COVID,HOSPITAL,"30 - 39",M,146
BA,COVID,OUTRO,"30 - 39",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
BA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
BA,COVID,VIA_PUBLICA,"30 - 39",M,2
BA,INDETERMINADA,DOMICILIO,"30 - 39",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,11
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,15
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,82
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,93
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
BA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
BA,PNEUMONIA,DOMICILIO,"30 - 39",M,3
BA,PNEUMONIA,HOSPITAL,"30 - 39",F,61
BA,PNEUMONIA,HOSPITAL,"30 - 39",M,92
BA,PNEUMONIA,OUTRO,"30 - 39",F,2
BA,PNEUMONIA,OUTRO,"30 - 39",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
BA,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
BA,SEPTICEMIA,DOMICILIO,"30 - 39",M,5
BA,SEPTICEMIA,HOSPITAL,"30 - 39",F,124
BA,SEPTICEMIA,HOSPITAL,"30 - 39",M,130
BA,SEPTICEMIA,IGNORADO,"30 - 39",M,1
BA,SEPTICEMIA,OUTRO,"30 - 39",F,2
BA,SEPTICEMIA,OUTRO,"30 - 39",M,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
BA,SEPTICEMIA,VIA_PUBLICA,"30 - 39",F,1
BA,SRAG,DOMICILIO,"30 - 39",M,2
BA,SRAG,HOSPITAL,"30 - 39",F,8
BA,SRAG,HOSPITAL,"30 - 39",M,9
BA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
CE,OUTRAS,AMBULANCIA,"30 - 39",F,1
CE,OUTRAS,AMBULANCIA,"30 - 39",M,2
CE,OUTRAS,DOMICILIO,"30 - 39",F,69
CE,OUTRAS,DOMICILIO,"30 - 39",M,162
CE,OUTRAS,HOSPITAL,"30 - 39",F,174
CE,OUTRAS,HOSPITAL,"30 - 39",M,304
CE,OUTRAS,IGNORADO,"30 - 39",F,44
CE,OUTRAS,IGNORADO,"30 - 39",I,1
CE,OUTRAS,IGNORADO,"30 - 39",M,215
CE,OUTRAS,OUTRO,"30 - 39",F,12
CE,OUTRAS,OUTRO,"30 - 39",M,91
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,24
CE,OUTRAS,VIA_PUBLICA,"30 - 39",F,14
CE,OUTRAS,VIA_PUBLICA,"30 - 39",M,160
CE,COVID,AMBULANCIA,"30 - 39",M,1
CE,COVID,DOMICILIO,"30 - 39",F,2
CE,COVID,DOMICILIO,"30 - 39",M,3
CE,COVID,HOSPITAL,"30 - 39",F,75
CE,COVID,HOSPITAL,"30 - 39",M,131
CE,COVID,IGNORADO,"30 - 39",F,10
CE,COVID,IGNORADO,"30 - 39",M,19
CE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
CE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
CE,COVID,VIA_PUBLICA,"30 - 39",F,1
CE,INDETERMINADA,DOMICILIO,"30 - 39",M,3
CE,INDETERMINADA,HOSPITAL,"30 - 39",F,3
CE,INDETERMINADA,HOSPITAL,"30 - 39",M,1
CE,INDETERMINADA,OUTRO,"30 - 39",M,2
CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
CE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,7
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,39
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,36
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,9
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,8
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
CE,PNEUMONIA,AMBULANCIA,"30 - 39",M,1
CE,PNEUMONIA,DOMICILIO,"30 - 39",M,6
CE,PNEUMONIA,HOSPITAL,"30 - 39",F,26
CE,PNEUMONIA,HOSPITAL,"30 - 39",M,51
CE,PNEUMONIA,IGNORADO,"30 - 39",F,5
CE,PNEUMONIA,IGNORADO,"30 - 39",M,8
CE,PNEUMONIA,OUTRO,"30 - 39",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
CE,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
CE,SEPTICEMIA,HOSPITAL,"30 - 39",F,64
CE,SEPTICEMIA,HOSPITAL,"30 - 39",M,85
